timestamp,bid,ask
2025-08-05T09:00:00.234634Z,1.0998660106180478,1.0999852032116033
2025-08-05T09:00:01.739695Z,1.0998043082167763,1.0999346744840999
2025-08-05T09:00:02.398068Z,1.0998401668412403,1.0999385755137037
2025-08-05T09:00:02.854539Z,1.099778332734376,1.0998838701262523
2025-08-05T09:00:02.939351Z,1.099801896244878,1.0999736150909791
2025-08-05T09:00:03.024149Z,1.0998068914851122,1.0999634722537757
2025-08-05T09:00:03.054068Z,1.0998033976125463,1.0999779769379259
2025-08-05T09:00:04.059683Z,1.0997977208283238,1.099958421547809
2025-08-05T09:00:04.519224Z,1.0998260142238439,1.1000112311539014
2025-08-05T09:00:05.134849Z,1.0998629777119266,1.1000568884118345
2025-08-05T09:00:05.145249Z,1.0999473961776474,1.1000103103466539
2025-08-05T09:00:06.897028Z,1.0999559610232912,1.1000632455407704
2025-08-05T09:00:07.790243Z,1.0999320558982866,1.1000704871004119
2025-08-05T09:00:07.909587Z,1.0999569009068477,1.1001057670305732
2025-08-05T09:00:08.009926Z,1.099958755769277,1.100075251240586
2025-08-05T09:00:08.111232Z,1.0999223160552318,1.1001179172387812
2025-08-05T09:00:08.292609Z,1.0998848659362959,1.1001338633547104
2025-08-05T09:00:08.664573Z,1.0999098609449978,1.1000691690427766
2025-08-05T09:00:08.947342Z,1.0998809306171362,1.100035147668746
2025-08-05T09:00:09.119453Z,1.099889431211804,1.1000819040245593
2025-08-05T09:00:09.592638Z,1.100028153897487,1.1000848619097268
2025-08-05T09:00:09.667755Z,1.100044780265569,1.1001962037125912
2025-08-05T09:00:09.840513Z,1.0999612056958055,1.100160157487079
2025-08-05T09:00:10.068652Z,1.1000723022490935,1.1001901445492333
2025-08-05T09:00:10.373119Z,1.100075397384182,1.1001640693551868
2025-08-05T09:00:11.142087Z,1.1000851652433032,1.1002258749627984
2025-08-05T09:00:11.253455Z,1.1000407483373495,1.1001877140656895
2025-08-05T09:00:11.614470Z,1.1000746374279293,1.1001792048138337
2025-08-05T09:00:12.063222Z,1.1000212414993507,1.1002760495631532
2025-08-05T09:00:12.087004Z,1.1000150304180314,1.1001410955989812
2025-08-05T09:00:12.554671Z,1.1000692288040574,1.1001615458364862
2025-08-05T09:00:12.648152Z,1.1001183084736155,1.100263627407662
2025-08-05T09:00:12.681784Z,1.1000906586892112,1.1002860517210966
2025-08-05T09:00:14.168628Z,1.100189769706061,1.1003406404185108
2025-08-05T09:00:15.853943Z,1.1001750569990818,1.100349336695084
2025-08-05T09:00:16.680109Z,1.1002599479684434,1.100366372438727
2025-08-05T09:00:16.861753Z,1.1000932479625154,1.1003176323848354
2025-08-05T09:00:16.913142Z,1.1002492052546902,1.100427290806086
2025-08-05T09:00:17.489517Z,1.1003222652106566,1.1005246502891006
2025-08-05T09:00:17.779562Z,1.10033234102459,1.1005005990562136
2025-08-05T09:00:17.844638Z,1.1002263013826876,1.100417545584574
2025-08-05T09:00:18.186412Z,1.100291938715535,1.1003982860875512
2025-08-05T09:00:18.203909Z,1.1002155702362362,1.100340999715402
2025-08-05T09:00:19.404120Z,1.1002014182443958,1.1004187422741736
2025-08-05T09:00:19.553849Z,1.1002263664337764,1.1004543535311404
2025-08-05T09:00:20.096977Z,1.1002538481280328,1.1003464948480468
2025-08-05T09:00:20.283750Z,1.1002867477820122,1.1004492345854053
2025-08-05T09:00:20.650805Z,1.1003553303673537,1.1004837831773295
2025-08-05T09:00:21.046417Z,1.1004227084203566,1.1005378568468882
2025-08-05T09:00:21.148611Z,1.1004084222719135,1.100572664256681
2025-08-05T09:00:22.895015Z,1.1003227059063978,1.1005297540530161
2025-08-05T09:00:23.641138Z,1.1004015168630457,1.1005740999867097
2025-08-05T09:00:25.043685Z,1.100416971280759,1.100550995658263
2025-08-05T09:00:26.169761Z,1.100333541946607,1.1005092850056035
2025-08-05T09:00:26.625288Z,1.10043745301455,1.100569454205871
2025-08-05T09:00:27.900006Z,1.100539877318482,1.1007104830335186
2025-08-05T09:00:27.946334Z,1.1005242850206396,1.1007441083056624
2025-08-05T09:00:28.055401Z,1.1007346867242618,1.1007846867242617
2025-08-05T09:00:28.078542Z,1.1006811788698152,1.100871041484742
2025-08-05T09:00:28.275308Z,1.1007312371681928,1.1008042844221144
2025-08-05T09:00:28.521373Z,1.1006406356416478,1.100852052027175
2025-08-05T09:00:28.679653Z,1.1007862967547708,1.1009044454742773
2025-08-05T09:00:29.561932Z,1.1007717855090304,1.1008609019401503
2025-08-05T09:00:29.782545Z,1.100775627100959,1.1009603905623135
2025-08-05T09:00:29.947446Z,1.1007669532097357,1.1009351617128926
2025-08-05T09:00:30.338650Z,1.1007895208567138,1.1008895615115655
2025-08-05T09:00:30.414599Z,1.1008639590411535,1.1009513090532952
2025-08-05T09:00:31.224841Z,1.1008304399020934,1.100971065827719
2025-08-05T09:00:31.263579Z,1.1008478327255211,1.1009376283780126
2025-08-05T09:00:33.430652Z,1.1009185924467153,1.1010155187980692
2025-08-05T09:00:34.170394Z,1.100988596181601,1.101144377221122
2025-08-05T09:00:34.281164Z,1.1010643370201887,1.101166043438476
2025-08-05T09:00:34.283933Z,1.1010088267866744,1.1011801537511756
2025-08-05T09:00:35.128881Z,1.1009694361833882,1.1011939433631825
2025-08-05T09:00:35.742429Z,1.1010294805262808,1.1011720527555358
2025-08-05T09:00:36.395260Z,1.1010547442886371,1.1012112518417363
2025-08-05T09:00:37.132867Z,1.1009695982708838,1.1012205031075257
2025-08-05T09:00:37.171332Z,1.101104050106947,1.1011946700510782
2025-08-05T09:00:37.393278Z,1.1010647712029729,1.101274332962732
2025-08-05T09:00:37.454853Z,1.100991029911471,1.1011945727913666
2025-08-05T09:00:38.449118Z,1.1009622801600785,1.1011549960270373
2025-08-05T09:00:38.937269Z,1.1009402874523662,1.1011548748449027
2025-08-05T09:00:39.138178Z,1.100978008138011,1.1011420368863087
2025-08-05T09:00:39.171012Z,1.1011184451840688,1.101239298709289
2025-08-05T09:00:39.357256Z,1.1011061920504932,1.1013109207150544
2025-08-05T09:00:39.553913Z,1.1010766201754625,1.101283262286048
2025-08-05T09:00:40.207851Z,1.1011064627709939,1.1013117284660685
2025-08-05T09:00:40.715296Z,1.1011312328722749,1.101283457976391
2025-08-05T09:00:41.806422Z,1.1011854870627602,1.1012996773370796
2025-08-05T09:00:42.125955Z,1.1012121729433202,1.101371741056026
2025-08-05T09:00:42.189641Z,1.1012772506926085,1.1014743621934868
2025-08-05T09:00:42.814204Z,1.1012920483203712,1.1014932659098644
2025-08-05T09:00:43.529400Z,1.1014362178484767,1.1015647340421229
2025-08-05T09:00:43.941344Z,1.1014857639573625,1.101651532602169
2025-08-05T09:00:44.678289Z,1.1015064626720543,1.10159102375683
2025-08-05T09:00:45.018696Z,1.1015890174513585,1.101788264956509
2025-08-05T09:00:45.388535Z,1.1016703041188645,1.1017811386810281
2025-08-05T09:00:45.667442Z,1.101604678387542,1.1017939411555207
2025-08-05T09:00:45.680316Z,1.1017633041970383,1.1018558389681687
2025-08-05T09:00:45.737400Z,1.1018426606652185,1.1020442314605403
2025-08-05T09:00:45.753367Z,1.1018785515755962,1.1020446433350972
2025-08-05T09:00:46.259232Z,1.10189858838684,1.102009520502059
2025-08-05T09:00:46.447930Z,1.101872643404411,1.102057211223465
2025-08-05T09:00:46.803149Z,1.101964641427716,1.1020851233431257
2025-08-05T09:00:47.993782Z,1.1020223959113569,1.102209873663229
2025-08-05T09:00:48.137151Z,1.1021004464677828,1.1022367408940137
2025-08-05T09:00:48.401292Z,1.1021634014448318,1.1022273490885504
2025-08-05T09:00:49.105667Z,1.1022491487817478,1.1023500279697238
